abbreviation,equation,direction,officialName,geneAssociation,subsystem,reaction_ID,Enzyme,Genes
alcohol dehydrogenase [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K00001,None,R00754,E1.1.1.1,E1.1.1.1
S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K00121,None,R00754,frmA,frmA
alcohol dehydrogenase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K04022,None,R00754,eutG,eutG
acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K04072,None,R00754,adhE,adhE
alcohol dehydrogenase 1/7 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13951,None,R00754,ADH1_7,ADH1_7
alcohol dehydrogenase 6 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13952,None,R00754,ADH6,ADH6
"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13953,None,R00754,adhP,adhP
alcohol dehydrogenase [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13954,None,R00754,yiaY,yiaY
alcohol dehydrogenase 4 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13980,None,R00754,ADH4,ADH4
alcohol dehydrogenase class-P [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K18857,None,R00754,ADH1,ADH1
propionate CoA-transferase [EC:2.8.3.1],Acetyl-CoA + Propanoate <=> Acetate + Propanoyl-CoA,Bidirectional,2.8.3.1,K01026,None,R00928,pct,pct
fumarate hydratase D [EC:4.2.1.2],(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01675,None,R01082,fumD,fumD
"fumarate hydratase, class I [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01676,None,R01082,E4.2.1.2A,E4.2.1.2A
"fumarate hydratase subunit alpha [EC:4.2.1.2], fumarate hydratase subunit beta [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,"K01677, K01678",None,R01082,"E4.2.1.2AA, E4.2.1.2AB","E4.2.1.2AA, E4.2.1.2AB"
"fumarate hydratase, class II [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01679,None,R01082,E4.2.1.2B,E4.2.1.2B
fumarate hydratase E [EC:4.2.1.2],(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01774,None,R01082,fumE,fumE
"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00174, K00175",None,R01196,"korA, korB","korA, korB"
2-isopropylmalate synthase [EC:2.3.3.13],alpha-Isopropylmalate + CoA <=> Acetyl-CoA + 3-Methyl-2-oxobutanoic acid + H2O,Bidirectional,2.3.3.13,K01649,None,R01213,leuA,leuA
malate dehydrogenase (quinone) [EC:1.1.5.4],(S)-Malate + FAD <=> Oxaloacetate + FADH2,Bidirectional,1.1.5.4,K00116,None,R01257,mqo,mqo
lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21],(S)-Lactaldehyde + NAD+ + H2O <=> (S)-Lactate + NADH + H+,Bidirectional,1.2.1.22,K07248,None,R01446,aldA,aldA
lactaldehyde dehydrogenase [EC:1.2.1.22],(S)-Lactaldehyde + NAD+ + H2O <=> (S)-Lactate + NADH + H+,Bidirectional,1.2.1.22,K19266,None,R01446,E1.2.1.22,E1.2.1.22
lactate racemase [EC:5.1.2.1],(S)-Lactate <=> (R)-Lactate,Bidirectional,5.1.2.1,K22373,None,R01450,larA,larA
hydroxyacylglutathione hydrolase [EC:3.1.2.6],(R)-S-Lactoylglutathione + H2O <=> Glutathione + (R)-Lactate,Bidirectional,3.1.2.6,K01069,None,R01736,gloB,gloB
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit C, succinate dehydrogenase subunit D",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00233, K00245, K00246, K00247",None,R02164,"frdA, frdB, frdC, frdD","frdA, frdB, frdC, frdD"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit D, succinate dehydrogenase subunit C",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00233, K00245, K00247, K25996",None,R02164,"frdA, frdB, frdD, frdC","frdA, frdB, frdD, frdC"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C, succinate dehydrogenase subunit D, succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12]",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00233, K00246, K00247, K25995",None,R02164,"frdA, frdC, frdD, frdB","frdA, frdC, frdD, frdB"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit D, succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00233, K00247, K25995, K25996",None,R02164,"frdA, frdD, frdB, frdC","frdA, frdD, frdB, frdC"
"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit, succinate dehydrogenase (ubiquinone) subunit 4",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00234, K00235, K00236, K00237, K25801",None,R02164,"SDHA, SDHB, SDHC, SDHD, SDH4","SDHA, SDHB, SDHC, SDHD, SDH4"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase cytochrome b subunit, succinate dehydrogenase membrane anchor subunit, succinate dehydrogenase subunit D",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00239, K00240, K00241, K00242, K18859",None,R02164,"sdhA, sdhB, sdhC, sdhD","sdhA, sdhB, sdhC, sdhD"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase cytochrome b subunit, succinate dehydrogenase membrane anchor subunit, succinate dehydrogenase subunit D",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00239, K00240, K00241, K00242, K18860",None,R02164,"sdhA, sdhB, sdhC, sdhD","sdhA, sdhB, sdhC, sdhD"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit C, succinate dehydrogenase subunit D",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00244, K00245, K00246, K00247",None,R02164,"frdA, frdB, frdC, frdD","frdA, frdB, frdC, frdD"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit D, succinate dehydrogenase subunit C",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00244, K00245, K00247, K25996",None,R02164,"frdA, frdB, frdD, frdC","frdA, frdB, frdD, frdC"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase subunit C, succinate dehydrogenase subunit D, succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12]",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00244, K00246, K00247, K25995",None,R02164,"frdA, frdC, frdD, frdB","frdA, frdC, frdD, frdB"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase subunit D, succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00244, K00247, K25995, K25996",None,R02164,"frdA, frdD, frdB, frdC","frdA, frdD, frdB, frdC"
NADPH-dependent methylglyoxal reductase [EC:1.1.1.283],(S)-Lactaldehyde + NADP+ <=> Methylglyoxal + NADPH + H+,Bidirectional,"1.1.1.283, 1.2.1.49",K17741,None,R02260,GRE2,GRE2
methylglyoxal/glyoxal reductase [EC:1.1.1.283 1.1.1.-],(S)-Lactaldehyde + NADP+ <=> Methylglyoxal + NADPH + H+,Bidirectional,"1.1.1.283, 1.2.1.49",K23257,None,R02260,yvgN,yvgN
pyruvate kinase [EC:2.7.1.40],Nucleoside triphosphate + Pyruvate <=> NDP + Phosphoenolpyruvate,Bidirectional,2.7.1.40,K00873,None,R02320,PK,PK
pyruvate kinase isozymes R/L [EC:2.7.1.40],Nucleoside triphosphate + Pyruvate <=> NDP + Phosphoenolpyruvate,Bidirectional,2.7.1.40,K12406,None,R02320,PKLR,PKLR
glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,Bidirectional,"1.1.1.78, 1.1.1.79",K00049,None,R02527,GRHPR,GRHPR
glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,Bidirectional,"1.1.1.78, 1.1.1.79",K12972,None,R02527,ghrA,ghrA
lactoylglutathione lyase [EC:4.4.1.5],(R)-S-Lactoylglutathione <=> Glutathione + Methylglyoxal,Bidirectional,4.4.1.5,K01759,None,R02530,GLO1,GLO1
pyruvate dehydrogenase (quinone) [EC:1.2.5.1],Pyruvate + Ubiquinone + H2O <=> Acetate + Ubiquinol + CO2,Bidirectional,1.2.5.1,K00156,None,R03145,poxB,poxB
alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8],Ethanol + 2 Ferricytochrome c <=> 2 Ferrocytochrome c + Acetaldehyde + 2 H+,Bidirectional,1.1.2.8,K00114,None,R05198,exaA,exaA
"methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7], methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]",Ethanol + 2 Ferricytochrome cL <=> Acetaldehyde + 2 Ferrocytochrome cL + 2 H+,Bidirectional,1.1.2.7,"K14028, K14029",None,R09127,"mdh1, mdh2","mdh1, mdh2"
"alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5], alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]",Ethanol + Ubiquinone <=> Acetaldehyde + Ubiquinol,Bidirectional,1.1.5.5,"K22473, K22474",None,R09479,"adhA, adhB","adhA, adhB"
D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124],(R)-Lactate <=> Methylglyoxal + H2O,Bidirectional,4.2.1.130,K05523,None,R09796,hchA,hchA
D-lactate dehydratase [EC:4.2.1.130],(R)-Lactate <=> Methylglyoxal + H2O,Bidirectional,4.2.1.130,K18881,None,R09796,DJ1D,DJ1D
D-lactate dehydratase [EC:4.2.1.130],(R)-Lactate <=> Methylglyoxal + H2O,Bidirectional,4.2.1.130,K22211,None,R09796,GLX3,GLX3
succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18],Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate,Bidirectional,2.8.3.18,K18118,None,R10343,aarC,aarC
malolactic enzyme [EC:4.1.1.101],(S)-Malate <=> (S)-Lactate + CO2,Bidirectional,4.1.1.101,K22212,None,R11074,mleA,mleA
D-lactate dehydrogenase (quinone) [EC:1.1.5.12],(R)-Lactate + Quinone <=> Pyruvate + Hydroquinone,Bidirectional,1.1.5.12,K03777,None,R11591,dld,dld
(R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40],Pyruvate + (R)-2-Hydroxyglutarate <=> (R)-Lactate + 2-Oxoglutarate,Bidirectional,1.1.99.40,K21618,None,R11593,DLD3,DLD3
"oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2], oxaloacetate decarboxylase (Na+ extruding) subunit gamma",Oxaloacetate + 2 Sodium cation <=> Pyruvate + CO2 + 2 Sodium cation,Bidirectional,7.2.4.2,"K01571, K01573",None,R12212,"oadA, oadG","oadA, oadG"
carboxybiotin decarboxylase [EC:7.2.4.1],Oxaloacetate + 2 Sodium cation <=> Pyruvate + CO2 + 2 Sodium cation,Bidirectional,7.2.4.2,K20509,None,R12212,madB,madB
"lactate dehydrogenase (NAD+,ferredoxin) subunit LctD [EC:1.1.1.436], lactate dehydrogenase (NAD+,ferredoxin) subunit LctC, lactate dehydrogenase (NAD+,ferredoxin) subunit LctB",(R)-Lactate + 2 NAD+ + 2 Reduced ferredoxin <=> Pyruvate + 2 NADH + 2 Oxidized ferredoxin,Bidirectional,1.1.1.436,"K26113, K26114, K26115",None,R13049,"lctD, lctC, lctB","lctD, lctC, lctB"
"lactate dehydrogenase (NAD+,ferredoxin) subunit LctD [EC:1.1.1.436], lactate dehydrogenase (NAD+,ferredoxin) subunit LctC, lactate dehydrogenase (NAD+,ferredoxin) subunit LctB",(S)-Lactate + 2 NAD+ + 2 Reduced ferredoxin <=> Pyruvate + 2 NADH + 2 Oxidized ferredoxin,Bidirectional,1.1.1.436,"K26113, K26114, K26115",None,R13050,"lctD, lctC, lctB","lctD, lctC, lctB"
fumarate reductase (cytochrome) [EC:1.3.2.4],Succinate + 2 Ferricytochrome c <=> Fumarate + 2 Ferrocytochrome c,Bidirectional,1.3.2.4,K26318,None,R13137,fccA,fccA
phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.49,K01610,M00003,R00341,pckA,pckA
phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,M00003,R00431,E4.1.1.32,E4.1.1.32
phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,M00003,R00726,E4.1.1.32,E4.1.1.32
citrate (Re)-synthase [EC:2.3.3.3],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K05942,"M00009, M00010",R00351,E2.3.3.3,E2.3.3.3
isocitrate dehydrogenase (NAD+) [EC:1.1.1.41],Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+,Bidirectional,"1.1.1.41, 1.1.1.286",K00030,"M00009, M00010",R00709,IDH3,IDH3
aconitate hydratase [EC:4.2.1.3],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01681,"M00009, M00010",R01325,ACO,ACO
aconitate hydratase [EC:4.2.1.3],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01681,"M00009, M00010",R01900,ACO,ACO
isocitrate dehydrogenase [EC:1.1.1.42],Oxalosuccinate <=> 2-Oxoglutarate + CO2,Bidirectional,1.1.1.42,K00031,"M00009, M00010, M00740",R00268,IDH1,IDH1
citrate synthase [EC:2.3.3.1],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K01647,"M00009, M00010, M00740",R00351,CS,CS
isocitrate dehydrogenase [EC:1.1.1.42],Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+,Bidirectional,1.1.1.42,K00031,"M00009, M00010, M00740",R01899,IDH1,IDH1
2-methylcitrate synthase [EC:2.3.3.5],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K01659,"M00009, M00010, M00740, M00982",R00351,prpC,prpC
aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K27802,"M00009, M00010, M00740, M00982",R01325,acnA,acnA
aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K27802,"M00009, M00010, M00740, M00982",R01900,acnA,acnA
aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01682,"M00009, M00010, M00982",R01325,acnB,acnB
aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01682,"M00009, M00010, M00982",R01900,acnB,acnB
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00025,"M00009, M00011",R00342,MDH1,MDH1
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00026,"M00009, M00011",R00342,MDH2,MDH2
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.5]",ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.5,"K01902, K01903","M00009, M00011",R00405,"sucD, sucC","sucD, sucC"
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]",GTP + Succinate + CoA <=> GDP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.4,"K01899, K01900","M00009, M00011",R00432,"LSC1, LSC2","LSC1, LSC2"
2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2],2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2,Bidirectional,1.2.4.2,"K00164, K00658, K00382","M00009, M00011",R00621,OGDH,OGDH
multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2,Bidirectional,1.2.4.2,"K01616, K00382","M00009, M00011",R00621,kgd,kgd
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]",ITP + Succinate + CoA <=> IDP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.4,"K01899, K01900","M00009, M00011",R00727,"LSC1, LSC2","LSC1, LSC2"
"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00174, K00175","M00009, M00011",R01196,"korA, korB","korA, korB"
"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Succinyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + 2-Oxoglutarate + CoA,Bidirectional,"1.2.7.3, 1.2.7.11","K00174, K00175","M00009, M00011",R01197,"korA, korB","korA, korB"
"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00234, K00235, K00236, K00237","M00009, M00011",R02164,"SDHA, SDHB, SDHC, SDHD","SDHA, SDHB, SDHC, SDHD"
"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) subunit 4",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00234, K00235, K00236, K25801","M00009, M00011",R02164,"SDHA, SDHB, SDHC, SDH4","SDHA, SDHB, SDHC, SDH4"
2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61],Succinyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,Bidirectional,2.3.1.61,"K00164, K00658, K00382","M00009, M00011",R02570,DLST,DLST
multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],Succinyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,Bidirectional,2.3.1.61,"K01616, K00382","M00009, M00011",R02570,kgd,kgd
2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2],3-Carboxy-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.2,"K00164, K00658, K00382","M00009, M00011",R03316,OGDH,OGDH
multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],3-Carboxy-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.2,"K01616, K00382","M00009, M00011",R03316,kgd,kgd
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K00164, K00658, K00382","M00009, M00011",R07618,DLD,DLD
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K01616, K00382","M00009, M00011",R07618,DLD,DLD
succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18],Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate,Bidirectional,2.8.3.18,K18118,"M00009, M00011",R10343,aarC,aarC
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00024,"M00009, M00011, M00740, M00982",R00342,mdh,mdh
malate dehydrogenase (quinone) [EC:1.1.5.4],(S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone,Bidirectional,1.1.5.4,K00116,"M00009, M00011, M00982",R00361,mqo,mqo
"fumarate hydratase, class I [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01676,"M00009, M00011, M00982",R01082,E4.2.1.2A,E4.2.1.2A
"fumarate hydratase subunit alpha [EC:4.2.1.2], fumarate hydratase subunit beta [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,"K01677, K01678","M00009, M00011, M00982",R01082,"E4.2.1.2AA, E4.2.1.2AB","E4.2.1.2AA, E4.2.1.2AB"
"fumarate hydratase, class II [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01679,"M00009, M00011, M00982",R01082,E4.2.1.2B,E4.2.1.2B
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase cytochrome b subunit",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00239, K00240, K00241","M00009, M00011, M00982",R02164,"sdhA, sdhB, sdhC","sdhA, sdhB, sdhC"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit C",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00244, K00245, K00246","M00009, M00011, M00982",R02164,"frdA, frdB, frdC","frdA, frdB, frdC"
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00161, K00162, K00627, K00382",M00307,R00014,"PDHA, PDHB","PDHA, PDHB"
pyruvate dehydrogenase E1 component [EC:1.2.4.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00163, K00627, K00382",M00307,R00014,aceE,aceE
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00172",M00307,R01196,"porA, porB, porD, porC","porA, porB, porD, porC"
