abbreviation,equation,direction,officialName,geneAssociation,subsystem,reaction_ID,Enzyme,Genes
"NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B [EC:7.1.1.2], NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K00330, K00331, K13378, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343",M00144,R11945,"nuoA, nuoB, nuoCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","nuoA, nuoB, nuoCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN"
"NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K00330, K13380, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343",M00144,R11945,"nuoA, nuoBCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","nuoA, nuoBCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN"
"NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K05574, K05582, K05581, K05579, K05572, K05580, K05578, K05576, K05577, K05575, K05573",M00145,R11945,"ndhC, ndhK, ndhJ, ndhH, ndhA, ndhI, ndhG, ndhE, ndhF, ndhD, ndhB","ndhC, ndhK, ndhJ, ndhH, ndhA, ndhI, ndhG, ndhE, ndhF, ndhD, ndhB"
"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 2, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 3, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10, NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 13",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K03945, K03946, K03947, K03948, K03949, K03950, K03951, K03952, K03953, K03954, K03955, K03956, K11352, K11353",M00146,R11945,"NDUFA1, NDUFA2, NDUFA3, NDUFA4, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFA10, NDUFAB1, NDUFA11, NDUFA12, NDUFA13","NDUFA1, NDUFA2, NDUFA3, NDUFA4, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFA10, NDUFAB1, NDUFA11, NDUFA12, NDUFA13"
"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 1, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 2, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 4, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 11, NADH dehydrogenase (ubiquinone) 1 subunit C1, NADH dehydrogenase (ubiquinone) 1 subunit C2",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K03957, K03958, K03959, K03960, K03961, K03962, K03963, K03964, K03965, K03966, K11351, K03967, K03968",M00147,R11945,"NDUFB1, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFB10, NDUFB11, NDUFC1, NDUFC2","NDUFB1, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFB10, NDUFB11, NDUFC1, NDUFC2"
"succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit, succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]",Ubiquinone + Succinate <=> Ubiquinol + Fumarate,Bidirectional,1.3.5.1,"K00236, K00237, K00234, K00235",M00148,R13223,"SDHC, SDHD, SDHA, SDHB","SDHC, SDHD, SDHA, SDHB"
"succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) subunit 4, succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]",Ubiquinone + Succinate <=> Ubiquinol + Fumarate,Bidirectional,1.3.5.1,"K00236, K25801, K00234, K00235",M00148,R13223,"SDHC, SDH4, SDHA, SDHB","SDHC, SDH4, SDHA, SDHB"
"succinate dehydrogenase cytochrome b subunit, succinate dehydrogenase membrane anchor subunit, succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00241, K00242, K00239, K00240",M00149,R02164,"sdhC, sdhD, sdhA, sdhB","sdhC, sdhD, sdhA, sdhB"
"succinate dehydrogenase cytochrome b subunit, succinate dehydrogenase subunit D, succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00241, K18859, K00239, K00240",M00149,R02164,"sdhC, sdhD, sdhA, sdhB","sdhC, sdhD, sdhA, sdhB"
"succinate dehydrogenase cytochrome b subunit, succinate dehydrogenase subunit D, succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00241, K18860, K00239, K00240",M00149,R02164,"sdhC, sdhD, sdhA, sdhB","sdhC, sdhD, sdhA, sdhB"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit C, succinate dehydrogenase subunit D",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00244, K00245, K00246, K00247",M00150,R02164,"frdA, frdB, frdC, frdD","frdA, frdB, frdC, frdD"
ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8],Ubiquinol + 2 Ferricytochrome c <=> Ubiquinone + 2 Ferrocytochrome c + 2 H+,Bidirectional,7.1.1.8,"K00410, K00411",M00151,R02161,UQCRFS1,UQCRFS1
"ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]",Ubiquinol + 2 Ferricytochrome c <=> Ubiquinone + 2 Ferrocytochrome c + 2 H+,Bidirectional,7.1.1.8,"K00412, K00413, K00411",M00151,R02161,"CYTB, CYC1, UQCRFS1","CYTB, CYC1, UQCRFS1"
"ubiquinol-cytochrome c reductase cytochrome b/c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]",Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+,Bidirectional,7.1.1.8,"K00410, K00411",M00151,R13224,"fbcH, UQCRFS1","fbcH, UQCRFS1"
"ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]",Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+,Bidirectional,7.1.1.8,"K00412, K00413, K00411",M00151,R13224,"CYTB, CYC1, UQCRFS1","CYTB, CYC1, UQCRFS1"
"quinol---cytochrome c reductase iron-sulfur subunit, bacillus type [EC:7.1.1.8], quinol---cytochrome c reductase cytochrome b subunit, bacillus type [EC:7.1.1.8], quinol---cytochrome c reductase cytochrome c subunit, bacillus type [EC:7.1.1.8]",Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+,Bidirectional,7.1.1.8,"K03886, K03887, K03888",M00151,R13224,"qcrA, qcrB, qcrC","qcrA, qcrB, qcrC"
"quinol---cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8], quinol---cytochrome-c reductase cytochrome b subunit [EC:7.1.1.8], quinol---cytochrome-c reductase cytochrome c subunit [EC:7.1.1.8]",Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+,Bidirectional,7.1.1.8,"K03890, K03891, K03889",M00151,R13224,"qcrA, qcrB, qcrC","qcrA, qcrB, qcrC"
"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8], ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase core subunit 1, ubiquinol-cytochrome c reductase core subunit 2, ubiquinol-cytochrome c reductase subunit 6, ubiquinol-cytochrome c reductase subunit 7, ubiquinol-cytochrome c reductase subunit 8, ubiquinol-cytochrome c reductase subunit 9, ubiquinol-cytochrome c reductase subunit 10",Ubiquinol + 2 Ferricytochrome c <=> Ubiquinone + 2 Ferrocytochrome c + 2 H+,Bidirectional,7.1.1.8,"K00411, K00412, K00413, K00414, K00415, K00416, K00417, K00418, K00419, K00420",M00152,R02161,"UQCRFS1, CYTB, CYC1, QCR1, QCR2, QCR6, QCR7, QCR8, QCR9, QCR10","UQCRFS1, CYTB, CYC1, QCR1, QCR2, QCR6, QCR7, QCR8, QCR9, QCR10"
"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8], ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit",Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+,Bidirectional,7.1.1.8,"K00411, K00412, K00413, K00414, K00415, K00416, K00417, K00418, K00419, K00420",M00152,R13224,"UQCRFS1, CYTB, CYC1","UQCRFS1, CYTB, CYC1"
"cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7], cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7], cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]",2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O + 4 H+,Bidirectional,7.1.1.7,"K00425, K00426, K00424",M00153,R11325,"cydA, cydB, cydX","cydA, cydB, cydX"
"heme o synthase [EC:2.5.1.141], cytochrome c oxidase subunit 3, cytochrome c oxidase subunit 1 [EC:7.1.1.9], cytochrome c oxidase subunit 2, cytochrome c oxidase subunit 4, cytochrome c oxidase subunit 5a, cytochrome c oxidase subunit 5b, cytochrome c oxidase subunit 6a, cytochrome c oxidase subunit 6b, cytochrome c oxidase subunit 6c, cytochrome c oxidase subunit 7a, cytochrome c oxidase subunit 7c, cytochrome c oxidase assembly protein subunit 11, heme a synthase [EC:1.17.99.9], cytochrome c oxidase assembly protein subunit 17",Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+,Bidirectional,7.1.1.9,"K02257, K02262, K02256, K02261, K02263, K02264, K02265, K02266, K02267, K02268, K02270, K02272, K02258, K02259, K02260",M00154,R00081,"COX10, COX3, COX1, COX2, COX4, COX5A, COX5B, COX6A, COX6B, COX6C, COX7A, COX7C, COX11, COX15, COX17","COX10, COX3, COX1, COX2, COX4, COX5A, COX5B, COX6A, COX6B, COX6C, COX7A, COX7C, COX11, COX15, COX17"
"cytochrome c oxidase subunit II [EC:7.1.1.9], cytochrome c oxidase subunit I [EC:7.1.1.9], cytochrome c oxidase subunit III [EC:7.1.1.9]",Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+,Bidirectional,7.1.1.9,"K02275, K02274, K02276",M00155,R00081,"coxB, coxA, coxC","coxB, coxA, coxC"
"cytochrome c oxidase subunit II [EC:7.1.1.9], cytochrome c oxidase subunit I+III [EC:7.1.1.9]",Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+,Bidirectional,7.1.1.9,"K02275, K15408",M00155,R00081,"coxB, coxAC","coxB, coxAC"
"cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9], cytochrome c oxidase cbb3-type subunit II, cytochrome c oxidase cbb3-type subunit IV, cytochrome c oxidase cbb3-type subunit III",Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+,Bidirectional,7.1.1.9,"K00404, K00405, K00407, K00406",M00156,R00081,"ccoN, ccoO, ccoQ, ccoP","ccoN, ccoO, ccoQ, ccoP"
"cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9], cytochrome c oxidase cbb3-type subunit IV, cytochrome c oxidase cbb3-type subunit III",Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+,Bidirectional,7.1.1.9,"K15862, K00407, K00406",M00156,R00081,"ccoNO, ccoQ, ccoP","ccoNO, ccoQ, ccoP"
"F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1], F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1], F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02111, K02112, K02113, K02114, K02115, K02108, K02109, K02110",M00157,R00086,"ATPF1A, ATPF1B, ATPF1D, ATPF1E, ATPF1G, ATPF0A, ATPF0B, ATPF0C","ATPF1A, ATPF1B, ATPF1D, ATPF1E, ATPF1G, ATPF0A, ATPF0B, ATPF0C"
"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02131, K02125",M00158,R00086,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08"
"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02141, K02125",M00158,R00086,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeFH, ATPeF08","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeFH, ATPeF08"
"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02131, K02125",M00158,R00086,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08"
"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02141, K02125",M00158,R00086,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeFH, ATPeF08","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeFH, ATPeF08"
"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02130, K02140, K02131, K02125",M00158,R00086,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08"
"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02130, K02140, K02141, K02125",M00158,R00086,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeFH, ATPeF08","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeFH, ATPeF08"
"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02139, K02140, K02131, K02125",M00158,R00086,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08"
"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8",ATP + H2O <=> ADP + Orthophosphate,Bidirectional,"3.6.1.5, 3.6.1.8, 3.6.1.15","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02139, K02140, K02141, K02125",M00158,R00086,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeFH, ATPeF08","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeFH, ATPeF08"
