"","group","taxonomy"
"6653","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;cronbergiae"
"6654","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;cubicus"
"6655","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;cumulatus"
"6656","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;debegenicus"
"6657","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;deltoides"
"6658","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;dimidiatus"
"6659","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;dispersus"
"6660","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;distans"
"6661","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;endophyticus"
"6662","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;epiphyticus"
"6663","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;ercegovicii"
"6664","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;fuligineus"
"6665","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;fuscescens"
"6666","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;fuscoater"
"6667","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;fuscoviolaceus"
"6668","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;giganteus"
"6669","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;goetzei"
"6670","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;gomontii"
"6671","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;granulosus"
"6672","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;hansgirgii"
"6673","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;heanogloios"
"6674","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;helveticus"
"6675","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;indicus"
"6676","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;insignis"
"6677","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;irregularis"
"6678","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;julianus"
"6679","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;kerguelensis"
"6680","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;limneticus"
"6681","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;lithophilus"
"6682","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;macrococcus"
"6683","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;major"
"6684","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;mediocris"
"6685","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;membraninus"
"6686","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;minimus"
"6687","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;minor"
"6688","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;minutissimus"
"6689","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;minutus"
"6690","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;mipitanensis"
"6691","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;molischii"
"6692","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;montanus"
"6693","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;mougeotiae"
"6694","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;multicoloratus"
"6695","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;muralis"
"6696","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;mutisii"
"6697","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;nanoplankticus"
"6698","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;occidentalis"
"6699","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;pallidus"
"6700","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;planctonicus"
"6701","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;polyedriformis"
"6702","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;prescottii"
"6703","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;pulcherrimus"
"6704","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;purpureus"
"6705","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;pyriformis"
"6706","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;quaternarius"
"6707","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;rechingeri"
"6708","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;refractus"
"6709","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;roseus"
"6710","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;rubiginosus"
"6711","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;rubrapunctus"
"6712","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;rufescens"
"6713","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;sabulosus"
"6714","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;scherffelianus"
"6715","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;schizodermaticus"
"6716","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;siderochlamys"
"6717","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;simmeri"
"6718","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;solitarius"
"6719","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;sonorensis"
"6720","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;spelaeus"
"6721","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;splendidus"
"6722","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;submarinus"
"6723","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;subnudus"
"6724","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;subsphaericus"
"6725","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;subtilissimus"
"6726","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;subviolaceus"
"6727","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;tenacoides"
"6728","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;tenax"
"6729","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;thermalis"
"6730","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;turgidus"
"6731","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;vacuolatus"
"6732","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;verrucosus"
"6733","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;violaceus"
"6734","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;westii"
"6735","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;yellowstonensis"
"6736","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroococcus;zopfii"
"6737","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Chroostipes;linearis"
"6738","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cryptochroococcus;tibeticus"
"6739","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cryptococcum;brasiliense"
"6740","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cryptococcum;komarkovae"
"6741","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanocloster;muscicola"
"6742","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanokybus;venezuelae"
"6743","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;atroveneta"
"6744","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;burmensis"
"6745","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;chroococcoides"
"6746","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;fontana"
"6747","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;gelatinosa"
"6748","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;huebeliorum"
"6749","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;littoralis"
"6750","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;parthenonensis"
"6751","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;radialis"
"6752","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;regularis"
"6753","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;spectabilis"
"6754","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Cyanosarcina;thalassia"
"6755","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;acicularis"
"6756","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;africana"
"6757","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;alaskana"
"6758","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;antarctica"
"6759","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;arcuata"
"6760","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;caucasica"
"6761","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;echini"
"6762","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;ellipsoidea"
"6763","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;fascicularis"
"6764","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;irregularis"
"6765","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;magna"
"6766","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;montana"
"6767","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;mucicola"
"6768","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;pannonica"
"6769","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;pectinatellophila"
"6770","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;planctonica"
"6771","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;rhaphidioides"
"6772","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;rupestris"
"6773","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;smithii"
"6774","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;tenuissima"
"6775","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Dactylococcopsis;woltereckii"
"6776","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Endospora;bicoccus"
"6777","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Endospora;mellea"
"6778","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Endospora;nigra"
"6779","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Endospora;olivacea"
"6780","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Endospora;rubra"
"6781","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Eosynechococcus;grandis"
"6782","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Eosynechococcus;medius"
"6783","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Eosynechococcus;moorei"
"6784","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Gloeochaete;bicornis"
"6785","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Gloeochaete;wittrockiana"
"6786","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Inacoccus;carmineus"
"6787","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Johannesbaptistia;desikacharyi"
"6788","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Johannesbaptistia;floridana"
"6789","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Johannesbaptistia;lacustris"
"6790","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Johannesbaptistia;pellucida"
"6791","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Johannesbaptistia;schizodichotoma"
"6792","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Johannesbaptistia;whitfordii"
"6793","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Johannesbaptistia;willei"
"6794","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Kirchneriellopsis;conradii"
"6795","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Limnococcus;fonticola"
"6796","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Limnococcus;limneticus"
"6797","oxygenic_photoautotrophy;photoautotrophy;photosynthetic_cyanobacteria;phototrophy","Cyanobacteria;Cyanobacteriia;Chroococcales;Chroococcaceae;Marssoniella;carpetana"
